Product_id,Store_id,Product_stock,Product_visibility
413,161,5416,0.2
2030,27,7282,0.06
4078,214,6675,0.03
1316,200,,0.14
1101,22,9183,0.11
591,199,,0.06
2954,33,7865,0.16
2923,2,6906,0.1
5031,26,4306,0.16
421,195,9196,0.02
3603,193,1294,0.1
4637,6,1735,0.07
636,155,3579,0.09
3939,211,5357,0.12
249,122,2764,0.05
2797,169,5874,0.1
2363,104,1527,0.19
3477,101,4420,0.07
1413,149,6183,0.17
850,216,8872,0.04
1141,96,3322,0.2
2880,207,7287,0.07
808,115,5545,0.05
1257,141,943,0.07
2077,232,9627,0.02
3774,11,5969,0.03
638,120,4879,0.07
3592,73,9955,0.12
3844,211,3754,0.15
2430,156,4961,0.15
1211,90,2477,0.08
1732,64,4029,0.17
3278,129,2202,0.11
4499,193,8764,0.06
3236,89,6509,0.17
280,138,9673,0.19
1447,218,2035,0.12
3938,167,2528,0.07
4624,190,1184,0.15
3884,117,9970,0.14
3345,161,8150,0.19
268,80,6763,0.13
3798,206,7835,0.11
3806,14,309,0.13
1381,92,6816,0.12
4859,176,2252,0.01
1865,54,916,0.15
113,151,956,0.14
3713,32,9185,0.16
1730,179,1016,0.08
3251,182,7112,0.08
4569,104,4183,0.04
3920,79,8848,0.03
240,162,4465,0.04
3652,120,6237,0.05
1172,201,7795,0.17
1483,124,3777,0.11
1578,110,2057,0.03
2998,47,234,0.1
1296,115,2507,0.19
2158,195,352,0.03
4289,89,5473,0.05
5075,154,5278,0.04
3590,179,2084,0.06
113,138,73,0.03
4678,25,8332,0.05
3006,232,4631,0.05
2003,216,8071,0.15
2118,76,8170,0.12
3909,198,5212,0.03
2550,67,601,0.03
2684,210,1037,0.13
908,139,9041,0.16
2999,152,9350,0.01
4757,87,1750,0.13
3704,115,2964,0.19
172,107,9019,0.07
3068,124,5306,0.03
4108,218,5392,0.13
1258,215,7602,0.1
2610,91,,0.09
4777,102,3694,0.05
4182,3,1254,0.07
2162,53,9083,0.04
4969,125,5629,0.14
1836,141,2135,0.04
3793,140,7175,0.06
1272,182,7472,0.09
1540,42,5090,0.08
2539,164,3453,0.15
3330,50,3792,0.17
1356,122,9798,0.02
3459,168,50,0.16
3126,108,865,0.16
3855,106,9393,0.04
525,183,4981,0.14
2748,86,9985,0.11
255,197,4899,0.02
2064,187,1506,0.04
1564,156,846,0.15
584,180,1449,0.05
3349,148,9752,0.1
3110,160,2867,0.18
1795,167,,0.06
1806,198,2468,0.08
2521,84,5339,0.09
2032,132,723,0.08
3680,229,5891,0.17
4951,31,8567,0.02
4089,191,2903,0.04
4222,70,7784,0.03
5094,88,,0.11
736,232,4164,0.08
3874,115,,0.06
2694,220,5246,0.01
833,111,,0.05
565,88,826,0.12
4386,87,8440,0.19
2775,177,6664,0.12
988,180,8825,0.04
217,170,2512,0.17
3531,189,9510,0.11
2062,17,,0.12
2415,127,1362,0.14
4084,108,2811,0.13
5019,103,8333,0.16
617,50,4824,0.11
1566,93,4168,0.1
2852,220,4375,0.14
265,67,7037,0.05
867,2,2195,0.06
4553,205,8151,0.05
4533,107,7290,0.15
3432,129,2603,0.19
3269,69,9134,0.08
1197,54,2098,0.12
4223,83,6456,0.18
1319,122,617,0.17
196,21,3261,0.03
3953,212,9077,0.1
1087,66,3525,0.12
404,137,5045,0.07
1181,122,2023,0.08
1816,2,,0.09
2047,159,2582,0.06
2133,115,4641,0.18
2707,41,7632,0.2
2193,39,5370,0.17
4032,1,9981,0.06
851,160,7500,0.17
2684,223,9697,0.14
255,43,151,0.13
3745,165,3850,0.16
2938,121,6534,0.06
1413,45,4106,0.02
4138,112,,0.16
1795,166,5706,0.09
4118,41,9845,0.18
5,146,4018,0.14
993,131,2458,0.02
5031,84,346,0.11
1617,125,4332,0.17
3411,6,8459,0.13
1714,66,5783,0.2
3762,151,,0.07
102,70,1305,0.18
4388,202,3340,0.18
997,174,8795,0.05
1995,3,3049,0.18
3162,92,1532,0.16
3170,147,4582,0.16
2092,184,8171,0.09
4044,91,9630,0.06
1405,58,8065,0.03
3848,110,2772,0.19
2852,133,3852,0.06
2560,192,63,0.04
4067,118,6808,0.15
3907,91,1633,0.13
4922,3,1066,0.05
310,153,739,0.04
1005,224,8773,0.03
2761,172,2052,0.09
704,19,5278,0.08
853,145,9803,0.06
2150,72,,0.07
174,180,3417,0.04
1044,55,9027,0.1
685,30,9743,0.17
943,130,4971,0.05
3533,42,7884,0.03
922,75,1779,0.04
196,174,3139,0.11
2874,226,6342,0.05
4798,45,9156,0.06
4388,109,8021,0.19
3977,178,8257,0.14
4891,138,5254,0.06
1969,175,1324,0.17
958,55,1039,0.14
3199,132,9205,0.04
2940,161,4243,0.2
1571,45,3273,0.14
4639,1,8977,0.2
5083,50,6013,0.1
3488,11,75,0.13
4717,82,5276,0.19
795,33,551,0.1
3280,11,5447,0.15
1823,141,7102,0.07
2213,161,4971,0.16
3224,5,171,0.12
2998,78,2835,0.19
3369,47,9774,0.17
2818,209,730,0.15
2537,221,2422,0.04
4811,88,5005,0.03
3968,90,329,0.13
2966,168,6900,0.16
2914,59,3246,0.1
783,164,3132,0.16
936,210,181,0.01
2341,11,2566,0.04
4689,76,,0.06
1380,90,9712,0.17
3388,10,9905,0.1
1277,81,9499,0.06
1209,198,,0.12
1074,35,9207,0.06
3191,204,2207,0.06
2414,165,176,0.03
5060,17,180,0.11
3653,80,6099,0.07
3198,17,4213,0.1
869,106,4993,0.14
864,120,897,0.14
991,80,7827,0.11
2399,106,7166,0.06
463,95,2203,0.14
800,78,249,0.01
2933,168,5832,0.05
3667,95,4704,0.16
2607,90,6158,0.19
2540,148,2731,0.09
2085,194,3419,0.03
4175,69,2658,0.19
2685,127,6508,0.11
2439,231,1187,0.12
4395,73,9175,0.04
1379,232,,0.18
2295,64,4738,0.2
1008,36,4121,0.07
683,105,3394,0.09
4821,49,1414,0.05
645,43,3210,0.13
1376,182,,0.08
4380,81,3722,0.14
4581,46,5309,0.13
197,225,9905,0.1
1719,59,5252,0.02
2551,145,6119,0.07
3013,142,7416,0.17
599,106,813,0.06
2868,212,2760,0.2
3001,142,4093,0.04
1590,188,862,0.11
1463,156,2607,0.15
2440,27,9826,0.18
4171,99,7906,0.13
1158,33,8628,0.11
4184,227,1878,0.14
4238,29,,0.15
2941,192,5980,0.04
2057,4,8663,0.02
3106,160,1488,0.08
4949,15,8233,0.19
2828,196,7405,0.15
1796,139,2188,0.07
3016,44,7234,0.19
3842,123,6698,0.12
3760,196,2909,0.05
3684,216,9957,0.15
1421,36,7838,0.14
1090,210,6371,0.19
427,27,5343,0.07
3986,231,6188,0.17
329,4,2962,0.19
2922,128,,0.2
863,17,9993,0.16
1581,68,7601,0.13
2434,61,,0.1
5005,133,5387,0.04
4396,190,3925,0.1
1209,79,5503,0.08
3357,40,7597,0.01
2482,56,4660,0.13
830,150,2946,0.19
4243,186,,0.15
4001,98,2046,0.14
4371,164,3222,0.15
3531,29,1629,0.04
4680,207,5312,0.08
2009,184,3592,0.1
2039,196,,0.18
2660,209,,0.15
4624,27,8706,0.04
3868,2,5333,0.14
1716,184,4070,0.16
1428,108,6161,0.17
3211,79,3306,0.07
2010,98,1876,0.15
1671,128,3247,0.1
1679,41,4119,0.18
2325,156,168,0.14
2915,172,6961,0.05
2697,189,3926,0.17
970,116,2282,0.16
4232,212,2724,0.16
2229,156,3308,0.2
4925,93,1060,0.09
2715,100,8018,0.08
2110,230,6871,0.16
4406,205,8808,0.13
704,165,,0.19
4450,42,5592,0.06
3728,159,4271,0.02
4664,110,4389,0.1
4397,158,,0.16
363,176,2766,0.02
380,155,6934,0.04
1735,204,1505,0.02
1497,2,5134,0.08
2079,204,3824,0.05
94,204,9473,0.11
3508,141,6162,0.07
842,77,2769,0.03
2082,165,5098,0.03
4968,135,8659,0.13
4105,40,3149,0.13
2633,102,9734,0.06
1293,154,6954,0.08
270,19,5666,0.09
3718,80,4129,0.19
331,166,3657,0.19
2812,88,6629,0.19
5074,219,7759,0.15
4246,224,4446,0.16
3773,93,2632,0.05
4777,146,3603,0.14
3767,81,2331,0.02
3115,77,7727,0.04
1361,154,,0.05
1104,168,467,0.19
293,146,6126,0.15
3441,121,2567,0.11
918,153,8950,0.02
2236,187,9780,0.07
4894,191,9986,0.03
2173,76,8808,0.02
1070,212,330,0.07
2073,212,752,0.16
4290,55,977,0.17
4119,50,1386,0.06
2922,93,952,0.13
873,106,255,0.08
4304,104,9791,0.02
1236,162,3534,0.11
4621,95,,0.11
4565,83,979,0.04
696,157,694,0.13
4360,42,174,0.02
180,186,655,0.09
998,127,4448,0.03
4543,126,6481,0.09
2376,214,6208,0.14
1394,125,2023,0.17
4996,129,5714,0.17
4135,133,6441,0.14
3844,152,1125,0.11
2666,179,,0.02
2238,111,1972,0.04
3341,100,3879,0.13
4698,14,7379,0.1
4113,232,4741,0.16
3769,119,4439,0.2
3375,10,9966,0.02
2844,9,638,0.14
3049,35,5432,0.19
41,226,549,0.09
4940,213,7811,0.07
5017,138,8001,0.15
4284,148,1109,0.15
4438,11,8706,0.12
1791,87,6932,0.12
883,101,1284,0.05
909,221,1554,0.09
3548,30,4179,0.16
1254,131,4612,0.12
3093,63,5519,0.1
1778,154,,0.01
1482,139,1028,0.08
2602,102,932,0.14
4922,17,7840,0.05
1705,26,1418,0.14
3155,41,9209,0.07
425,64,395,0.09
3769,172,7119,0.14
2978,141,,0.08
2572,133,1953,0.08
2719,162,2839,0.08
4517,36,6508,0.05
924,189,769,0.06
880,186,8106,0.16
3078,231,2140,0.12
2442,112,43,0.04
3632,176,2792,0.14
2468,216,1637,0.03
2920,21,329,0.14
3771,142,9066,0.04
4220,26,,0.15
29,112,2149,0.04
2231,35,8588,0.02
1619,88,5107,0.2
1430,197,5312,0.08
384,59,3249,0.08
4697,178,8095,0.02
3581,11,4630,0.17
2138,10,2062,0.16
3332,144,6901,0.09
2323,29,5988,0.03
4485,116,3736,0.14
487,78,,0.2
3340,117,1669,0.04
4323,90,3394,0.07
817,11,3489,0.07
522,167,9905,0.1
5096,82,,0.18
2704,89,8858,0.09
1062,2,2990,0.04
823,134,7490,0.11
2059,130,7107,0.15
874,194,2029,0.11
1678,13,8529,0.19
2350,101,7499,0.09
3941,83,3900,0.08
4219,89,9392,0.06
2960,41,4226,0.09
1855,192,,0.13
1774,211,2985,0.05
3696,219,2294,0.05
3130,70,4083,0.04
1939,166,2358,0.02
2376,163,,0.08
2962,159,7737,0.04
1102,70,293,0.12
706,78,2434,0.05
985,174,6091,0.03
4999,47,1680,0.18
2050,142,8494,0.04
4884,156,6336,0.07
4625,216,297,0.12
1198,22,9545,0.11
2838,42,3273,0.05
3626,139,2850,0.04
1264,41,29,0.03
3905,66,2182,0.07
3506,170,7021,0.03
1258,186,2162,0.13
5022,224,7742,0.17
2607,113,2882,0.03
4109,201,9410,0.03
394,145,4222,0.17
2099,42,3315,0.14
4334,157,108,0.08
4379,81,9010,0.11
2628,10,3392,0.12
641,11,4995,0.18
3567,138,6010,0.18
4994,194,5349,0.05
145,178,6973,0.03
4352,49,9116,0.07
3036,4,9546,0.16
3169,171,6320,0.2
1021,143,3755,0.02
324,85,1288,0.09
883,51,2994,0.1
3827,5,2561,0.08
455,153,5889,0.09
3852,99,7712,0.17
1288,232,8312,0.06
3127,188,6035,0.1
1662,139,1664,0.07
2734,206,3235,0.14
1326,55,3835,0.1
3380,95,2059,0.03
5064,217,9296,0.12
951,231,4457,0.15
1955,109,,0.17
2156,5,4696,0.05
3345,114,3591,0.02
72,37,2325,0.11
1875,209,164,0.14
3118,127,7739,0.14
4672,4,,0.04
1739,148,2360,0.04
2850,188,9357,0.2
923,178,597,0.06
1661,44,,0.08
4366,168,3603,0.05
2948,178,7958,0.09
3758,68,7010,0.15
4816,53,974,0.2
2146,40,4112,0.02
1896,200,2416,0.15
1660,76,7206,0.18
1309,69,1340,0.18
1043,13,4948,0.05
4609,70,1077,0.09
3856,43,1110,0.03
756,206,8322,0.11
3663,74,4228,0.14
1533,164,,0.13
48,119,8473,0.14
456,56,6662,0.15
2958,35,6982,0.07
3737,151,7317,0.01
4819,189,9098,0.1
2978,17,8300,0.05
1646,175,8988,0.12
158,3,3519,0.07
3945,196,9865,0.03
3087,14,2337,0.17
529,88,5800,0.2
2527,63,3767,0.04
4901,126,853,0.16
3873,65,,0.02
3760,136,3312,0.03
1651,189,9907,0.11
2510,31,5031,0.05
1249,203,674,0.05
4552,3,8283,0.11
1162,185,7701,0.07
81,221,1838,0.16
2135,89,,0.13
4374,1,3097,0.2
1602,120,8536,0.04
4437,49,1654,0.01
2426,177,4078,0.12
2964,147,6241,0.15
4403,128,7642,0.17
3323,122,6797,0.04
1147,35,1398,0.15
4834,171,5686,0.04
1011,27,1694,0.17
3893,86,2265,0.07
3982,66,1317,0.02
2486,109,689,0.11
1544,14,6225,0.19
3177,122,5418,0.11
4534,137,7317,0.1
2157,98,6669,0.03
1814,123,9722,0.17
2279,63,8318,0.14
1203,176,9558,0.14
4946,209,8431,0.13
2433,13,3392,0.17
4267,37,8473,0.03
1188,231,8334,0.19
4359,94,9016,0.04
2715,146,7071,0.19
1350,128,,0.09
3591,79,7343,0.04
1372,101,8930,0.07
1163,64,8924,0.06
2362,95,6203,0.11
2010,214,134,0.02
1221,21,7577,0.15
2405,210,8169,0.19
2179,18,2195,0.08
4220,129,4679,0.09
3467,55,4384,0.13
2533,89,1166,0.2
2286,17,8204,0.12
4273,201,6354,0.08
3213,14,,0.19
2701,94,8296,0.07
4705,65,5104,0.02
2858,24,,0.09
2872,54,1413,0.07
822,227,1220,0.02
418,32,6334,0.16
257,123,1670,0.19
2780,199,3052,0.1
2856,232,1934,0.13
4265,206,6205,0.06
735,47,591,0.03
1299,80,6406,0.15
2917,193,4290,0.04
2879,35,203,0.05
216,110,9955,0.04
4080,174,903,0.05
2515,26,798,0.2
1583,21,516,0.1
1917,9,9011,0.08
2110,149,8123,0.12
3840,173,4584,0.06
2770,137,1414,0.07
489,220,3549,0.12
4108,11,2769,0.15
3067,184,3294,0.01
1014,135,5788,0.08
3462,183,3886,0.14
4940,9,558,0.12
3004,169,8139,0.01
4933,16,4046,0.07
888,209,7302,0.19
1253,131,8058,0.16
3039,123,,0.09
875,160,7799,0.07
3367,188,836,0.05
3097,13,603,0.11
2281,64,7391,0.02
112,14,8338,0.2
1546,118,,0.14
3806,229,480,0.18
4666,215,8022,0.19
2423,137,,0.06
3086,204,9261,0.09
714,206,7071,0.04
2048,61,7616,0.1
3259,186,9199,0.02
2428,62,9634,0.1
886,80,3881,0.16
2119,173,9601,0.02
453,103,2094,0.07
2258,215,,0.14
2021,67,5165,0.03
2930,210,6329,0.16
1251,123,8083,0.07
4844,156,7409,0.09
1887,43,,0.18
1246,144,2549,0.12
2464,168,3886,0.08
2125,202,4331,0.12
4195,202,8840,0.2
2866,89,1696,0.11
2264,71,8258,0.19
2109,49,,0.17
3090,170,2609,0.1
4813,36,8432,0.1
2994,84,613,0.1
2795,21,3072,0.15
438,18,1928,0.13
4637,221,8804,0.06
3898,220,6098,0.13
3322,178,1756,0.12
4837,14,5027,0.16
3366,161,5554,0.07
3888,56,5653,0.15
3207,37,,0.17
797,17,9964,0.19
4522,152,,0.06
4702,218,,0.11
1883,47,2234,0.12
3147,205,2755,0.16
1767,3,3480,0.16
1059,52,952,0.1
581,227,4774,0.08
2877,142,2131,0.07
1619,133,7879,0.1
566,37,2027,0.13
4787,124,4455,0.13
4050,69,3355,0.15
1471,196,1335,0.19
5103,189,7645,0.12
1578,169,,0.05
797,112,4218,0.17
659,223,7724,0.1
1132,198,1529,0.06
592,115,7046,0.19
1112,76,,0.04
201,47,5317,0.14
169,51,2878,0.13
4912,20,6991,0.05
1581,173,1805,0.07
3680,80,5022,0.15
4311,146,2101,0.08
3151,199,9268,0.15
572,65,1106,0.2
4696,78,2517,0.1
4619,220,4015,0.13
2803,227,,0.1
1191,139,2370,0.12
2342,186,5715,0.17
5111,169,2230,0.11
1632,73,6246,0.08
4548,108,6178,0.1
3255,68,4343,0.13
1581,213,3395,0.03
2504,212,9566,0.05
2651,201,5085,0.01
183,72,7257,0.17
2018,168,5804,0.02
4500,118,251,0.11
3653,129,774,0.11
2362,99,8909,0.13
2785,39,8959,0.08
3588,62,3083,0.05
203,133,7525,0.05
334,229,8805,0.03
3871,197,3525,0.1
837,78,4593,0.01
4533,88,1869,0.07
1274,142,347,0.06
2163,151,5970,0.12
1817,79,5025,0.17
4326,182,678,0.17
3368,18,8431,0.19
4195,1,8978,0.02
1620,13,4276,0.16
3290,135,1801,0.2
579,39,4542,0.05
1208,91,8043,0.18
3793,143,6975,0.04
402,162,8108,0.07
2645,187,57,0.01
4191,8,9810,0.01
4821,133,7639,0.14
351,4,9600,0.16
2674,217,1759,0.15
5093,227,532,0.2
3044,17,3550,0.03
454,65,9214,0.11
4317,210,9199,0.08
2432,194,,0.08
1796,184,454,0.03
3688,159,555,0.06
2324,157,6322,0.05
4242,149,7233,0.08
1349,33,8516,0.05
3260,160,1292,0.08
1422,82,3171,0.13
4839,117,2879,0.07
3420,90,6948,0.12
2682,205,8234,0.07
753,40,,0.02
1986,207,1984,0.03
3137,79,7208,0.1
2200,117,719,0.16
2498,12,8638,0.06
1804,95,9504,0.15
4511,164,7119,0.1
250,214,,0.17
1834,43,9136,0.04
3266,119,3196,0.04
3134,184,4975,0.01
3085,80,3471,0.14
324,92,7106,0.16
3007,176,9178,0.09
3379,42,8129,0.05
4804,31,8323,0.17
5073,136,1240,0.05
1174,21,775,0.18
3385,220,3059,0.06
4280,23,974,0.07
157,99,8359,0.16
3165,125,4152,0.05
2090,124,119,0.14
2503,127,7379,0.01
4269,35,6292,0.03
3037,230,2586,0.08
3430,120,127,0.18
1956,168,7498,0.19
789,149,,0.09
3204,148,2870,0.01
1467,231,,0.18
1638,13,5727,0.12
4352,181,5477,0.06
1753,178,5706,0.03
36,45,7274,0.04
4436,51,,0.06
3083,197,9462,0.15
2938,38,2946,0.04
12,5,4293,0.1
4332,47,3766,0.17
2126,74,9441,0.17
1498,63,6334,0.05
4222,213,2054,0.11
4477,28,1289,0.11
3689,99,3743,0.01
4901,183,3449,0.11
2617,191,9917,0.15
4348,220,7595,0.13
3922,163,2122,0.04
4221,155,4427,0.02
3793,84,5759,0.07
3324,44,7856,0.07
1442,52,774,0.09
4915,183,8250,0.16
66,9,9381,0.02
1908,154,8133,0.07
3700,227,3963,0.2
5102,164,2318,0.19
2523,92,4998,0.18
2308,39,1866,0.09
529,113,5644,0.05
1770,12,437,0.09
3714,206,1799,0.08
5015,127,2390,0.03
4476,229,2825,0.13
2559,122,,0.16
1476,47,2619,0.05
1534,22,2693,0.19
4306,12,1750,0.14
3212,77,5340,0.03
3614,222,4805,0.16
3720,83,2768,0.04
2963,27,1880,0.19
3594,211,3587,0.09
4435,160,9916,0.18
518,222,280,0.17
4706,130,8035,0.11
1658,151,9559,0.02
1747,126,2460,0.07
2971,155,4756,0.18
4381,120,9316,0.15
1673,197,5277,0.04
2219,122,5067,0.05
2790,46,2185,0.06
1153,155,7971,0.09
3011,10,4345,0.1
1922,231,9972,0.13
1192,102,3430,0.05
1156,95,247,0.2
975,198,,0.2
1337,214,4120,0.11
2272,53,5658,0.14
1878,11,6842,0.2
1602,148,323,0.18
2932,77,3815,0.01
1988,99,6975,0.01
283,104,3188,0.07
2056,46,2660,0.06
1055,71,2554,0.07
3740,216,4103,0.19
3833,75,2559,0.12
2466,179,4979,0.13
2818,137,2395,0.12
4604,168,8691,0.14
254,128,7097,0.2
4587,59,7629,0.11
3485,216,5834,0.1
4891,134,3236,0.07
1373,71,8231,0.02
3034,23,7548,0.03
987,86,9339,0.1
2912,188,2139,0.16
47,1,8383,0.15
4599,107,6085,0.06
154,164,9090,0.18
4704,215,,0.08
395,105,7563,0.06
833,77,7348,0.01
3424,31,9940,0.19
2069,13,5559,0.05
2681,117,2850,0.13
612,165,5689,0.14
4513,68,2898,0.04
1359,152,4037,0.07
945,220,6609,0.09
3788,68,18,0.13
1262,37,1654,0.08
2354,154,709,0.07
3888,55,,0.16
2496,215,,0.16
547,68,3619,0.03
3664,160,8368,0.05
4158,33,4559,0.03
317,98,1728,0.16
4427,85,,0.1
4465,128,4837,0.05
2580,97,1735,0.01
4348,103,6481,0.15
3901,150,6977,0.12
1094,133,9771,0.16
1903,28,9311,0.03
4757,39,,0.12
4687,159,,0.09
2294,40,4519,0.19
3054,61,9445,0.17
4089,77,7376,0.07
3849,187,9779,0.07
4224,22,5267,0.04
4087,175,6375,0.1
2265,48,8816,0.09
434,23,,0.1
4867,62,,0.1
4770,39,1223,0.12
4124,167,1010,0.09
1126,104,8767,0.07
2050,49,6949,0.1
4798,116,8398,0.09
1899,68,,0.03
1470,159,9067,0.1
949,146,4135,0.06
2255,144,1584,0.07
915,163,2778,0.08
4907,126,1270,0.16
2255,165,4771,0.15
1084,111,3651,0.02
2622,186,5274,0.09
2194,10,3398,0.16
1391,210,,0.04
4037,68,,0.16
1778,144,1737,0.16
1660,56,2518,0.1
2088,113,9841,0.06
3384,40,8507,0.07
2,79,,0.12
935,121,2667,0.02
3667,173,4228,0.09
3983,228,85,0.02
4126,204,3881,0.1
1445,136,2810,0.18
3065,203,4418,0.16
1351,76,3825,0.19
2066,75,6513,0.16
4682,121,7210,0.1
1743,177,4298,0.13
1895,116,369,0.02
2758,181,7480,0.11
4994,89,5211,0.12
1566,9,7134,0.14
4798,172,4315,0.05
808,228,6327,0.08
4788,26,9918,0.03
206,61,3603,0.11
1235,221,7230,0.05
4460,43,6096,0.07
2419,157,9213,0.05
4808,145,5024,0.01
3347,219,,0.03
4527,201,6068,0.03
1278,96,,0.02
4974,158,1616,0.15
114,146,8243,0.03
4582,76,2012,0.16
4282,55,,0.15
310,84,9273,0.18
3459,171,3443,0.15
1776,55,989,0.14
2406,85,858,0.12
3467,29,2636,0.13
3802,103,3940,0.04
358,206,6111,0.06
3581,154,9496,0.04
4193,86,7176,0.06
4032,208,2295,0.16
1485,230,6012,0.16
574,51,,0.1
151,110,7708,0.11
63,28,8593,0.19
2907,200,,0.13
4121,127,5881,0.08
683,158,7604,0.07
409,106,8324,0.19
1762,132,3244,0.05
4443,190,2482,0.1
2629,209,3436,0.18
514,229,3423,0.16
2293,56,2405,0.06
2651,218,8960,0.18
3108,76,3350,0.06
2595,198,9221,0.15
4325,232,6364,0.19
3065,199,,0.05
3238,20,966,0.12
4702,52,6540,0.05
4963,141,2170,0.11
3846,204,470,0.13
4716,44,7989,0.05
2260,101,6063,0.16
229,224,4289,0.19
3020,177,,0.17
3726,190,3705,0.16
2160,108,2687,0.17
915,157,4020,0.06
1915,49,6434,0.08
1757,175,1580,0.08
4473,211,1419,0.09
1133,42,1870,0.17
4908,23,,0.08
3562,101,2949,0.02
951,55,2936,0.18
4819,135,9926,0.15
3841,154,3948,0.04
2887,210,4317,0.12
4922,160,5922,0.13
3925,21,9015,0.08
999,107,8299,0.01
5075,224,1440,0.04
4592,32,5176,0.06
5080,201,415,0.11
4322,83,78,0.15
4383,36,4777,0.07
957,33,310,0.13
4001,80,5208,0.15
2565,95,2410,0.08
927,221,3860,0.02
1141,185,8497,0.16
2453,217,2667,0.19
2702,110,,0.04
2513,35,4622,0.2
1261,55,2375,0.01
